tweet,sentiment
weak li candid forthcom elect elect held sinc sit mla switch,1
iyc district prez candid frm earlier ahmedpatel like cont seat see solid triangular fight betw bjp india mansukh vasawa btp chhotu vasawa amp congr sher,1
say deliv see deliv show deliv la yr tru parti sure,1
rajivtuli bharatvar wonder educ peopl still favour incindia heck wonder parti member favour stupid mayb al know bound follow would better chanc shashitharoor jm scindia pm candid,1
nropin battala satthi whoisthestar ts win seat chevella khammam guarante win seat malkajgiri seat good chanc revanth reddi,1
hum atankwad hatayeng kashmir se narendramodi sir hum sena hatayeng kashmir se hate congr deshdrohi parti congr shame u,0
surpris see pitch dilut mu clear attempt dilut would amount tie hand soldier ground withdraw region dilut would detriment,1
amp famili abl freeli roam even mani case file either mu toward mu toward even singl leader jail year,0
narendramodi never come power peopl want develop better life deliv dynam leadership pm narendramodi ji,1
j amp k word decad valley word justic victim survivor word return still seriou option hindu becom will instrument,0
indiatoday priyankac preetichoudhri tom vadakkan bat long ago defend priyankac smile,1
im prasad kadi shashitharoor twitter rahulgandhi bro shashi tharoor get jalou amp becom mad peopl use name instead use peopl mu u name sound good,1
incindia rahulgandhi inckerala set ball roll south special,1
reduc gst time give per year crore famili al gonna clear farm loan educ loan well clear congr much desper come power,1
mla candid quit parti ahead poll,1
atti cu elect result depend mood voter countri wind swing either way depend percept elector sujataanandan karunanundi,1
atti cu year govt miser defeat gener elect head rule parti becau strong upris govt sujataanandan karunanundi,1
atti cu former pm indira priyadarshini gandhi could bounc back ls seat opposit becau strong organis amp elector sujataanandan karunanundi,1
question quora point view upcom elect india think rahul gandhi becom prime minist india,1
promis investig procur sever deal govern vote power enforc anti corrupt law without discrimin,0
arunjaitley pl think manifesto come better counter offer peopl studi,1
ahmedabad candid file ls poll incgujarat rahulgandhi ahmedpatel satavrajeev pare dhanani amitchavdainc,1
arunjaitley mean sure shot,1
speak corrupt mismanag congr believ corrupt al destroy india believ,0
ashokepandit mean suicid note,0
friend world bank someth say incindia narendramodi ji keep good work poor amp depriv ignor year lip servic bjp india taken herculean ta fewer term amp janata go help,1
new recip take pre liber add thump around time hey presto alokvermaa rahulgandhi priyankagandhi mrinalpand bhaavnaarora,1
candid jitu chaudhari file nomin form lok sabha seat,1
everyon plz boycott r need take action,1
zindabad incindia need secular leader like hariprasadbk win elect shall strive hard toward puran din secular amp progress govern leadership rahulgandhi retain bkhp,1
april declar five candid includ four,1
budget bullshit tax payer upset pay monthli crore famili mostli minor huge tax wast scheme job creat hardli earn money go paid peopl simpli sit eat,1
propos minimum incom guarante scheme name main opposit parti brighten opposit mood forc govern parti camp,1
rahulgandhi resign parti po indirect abett heinou inhuman crime look share upset inact sexual abu case solar scam accus saritha nair decid take rahul gandhi miui,1
plenti scope name call left plenti scope act think togeth would rather revis piec light,1
amethi ko smart citi banan ke bad ab india ko smart countri banan ke wayd drkumarvishwa myogiadityanath,0
launch bitter attack famili sourc incom union financ minist april told presid other live gla hou photo bjp,0
destroy social uniti ju year year jab de saal mein barbad kar sakt ho toh kaam ka kaam nahi kar sakt rahulgandhi narendramodi,0
rahulgandhi sure benefit million indian,1
maneeshchhibb amritanayak made present person present le written note jai ho level understand one shock see leader accept rahulgandhi supremo forg elect,1
thread decid good bad,1
shri sy yasin ji ex mla raichur campain lok sabha elect raichur district hyderabad karnataka region,1
warch fun reciev via whatsapp,1
divyaspandana ke sting par aur ji ko pc karni chahiy aur tarah ke polit leader ka candamm karna chahiy right time nayakragini priyankac akhileshpsingh priyankagandhi rahulgandhi incindia pchidambaram iyc,1
ec sought detail inform broadcast amp b ministri complaint file sourc said april photo pib india,0
candid assembl constitu bibhu tarai resign parti,1
dhruv rathe current polit condit know thano aveng guardian galaxi current democrat condit thano snap elect aveng endgam,1
declar six candid leader opposit assembl pare dhanani cont former minist cont seat ahmedabadmirror amitchavdainc incgujarat,1
prannoyroyndtv wrong question abl anyth yr bfr put modi ji el programm seem conduct telanganacmo bjp india sudhirchaudhari arnabgoswamirtv httweet,0
sardesairajdeep sir question u mu ask mani year time u al congr parti report today u r true journali question,1
want capabl remov could well done around year rule neither congr parti fir famili want end poverti ju want fool poor vote,0
shekhargupta mihirssharma hell bent turn welfar state gener populac bunch beggar live govt sop thought self improv self suffici,1
soft terror appea vote bank,1
hell bent turn welfar state gener populac bunch beggar live govt sop thought self improv self suffici,1
anoth guessin game realiz imposs ta deez teeth gum belong,0
congr releas li six candid gujarat,1
question modi biopic leader opposit current biopic present ye pl go ahead wrong,0
declar candid poll navgujaratsamay,1
arunjaitley sirji total confus good bad hear amaz cour differ event plea shed light upon plea rahulgandhi pchidambaram priyankagandhi,1
seek amp b ministri namo tv complaint file,0
gone readi deliveri worth otherwi bye bye bjp india,1
failur year rule still huge popul earn k peopl even abl open bank account poor even deposit rupe subsidi talk give k ironi tajinderbagga,1
enjoy cartoon column mita roy unplug india america today april issu,1
famili need kind gulam,1
nidhi pchidambaram farmer expect waiv loan ex financeminist pchidambaram know bad economi full free stuff definit solut distr henc say one thing anoth,1
pitch loud chatter drown,1
upset get ticket seat former legisl april said would love parti respect ladi peopl actual judg candid photo ian,1
nyay minimum incom guarante free educ cla cla xii public school bjp let see still want talk hindu muslim talk,1
narendramodi cheater need taught good lesson snake sneak parti gave wrong messag elect make max damag exit without discuss matter resolut could thing year want mth,1
support demand kashmir prime minist joke much possibl congr mental come power due nehru nonsen kashmir,0
prime minist wednesday came heavili parti accus soft terrori order appea vote bank claim parti openli support terrorist separatist greed come back power,1
ani win well al,1
ticket parti discu corrupt public domain,0
one vivekoberoi interview avail becau congr bang video adult bang,1
manupubbi readi time get creativ milk big time sure pay right price lie one peddl base provid sound convinc,1
win despit allianc amp,1
communalsandeep narendramodi expert think bjp india think congr go win point counter confid confid time tell raj mp proof usual bjp need good speaker,1
pm modi fought tripl talaq wife abandon without divorc talk right jashodaben,1
say afraid chowkidar ka danda,0
presid said parti launch nation programm combat increas air level becom major factor contribut rise case public health emerg photo ian,1
hold nation wide pre confer april th manifesto rahulgandhi sachinpilot ajaymaken drajoykumar pawankhera anandsharmainc kapilsib kumarirukshmani priyankac,0
announc candid lok sabha amp assembl seat,1
name candid check constitu wi name,1
think polit parti includ al support true think pakistan popul becom larger vote,1
prime minist cannot win heart use gun former chief minist leader said photo ian,1
wionew madvers rahulgandhi incindia go muslim parti vote good combin,1
squintneon top beneficiari rahulgandhi incindia,1
rangasiyar squintneon singhaiswati top beneficiari rahulgandhi incindia,1
love hate cant forget narendramodi thing done far tribut chowkidar modi ka hindustan android link link vs,0
think fir famili mu mo corrupt world,0
fingerincrimson squintneon singhaiswati top beneficiari rahulgandhi,1
candid shimla parliamentari constitu dr col dhani ram shandil ji attend meet sadhupul kandaghat block today,1
manhar patel name candid loksabha seat,1
moral secur forc import equal vital ensur innoc kill anti milit oper leader former chief minist azad said photo ian,1
recent survey say loksabha elect result po poll allianc chanc upa nda jai ji jaiho,1
live daman debat pm join rai voic,1
believ abl deliv synergi rahulgandhi photo cover say congr deliv sonia gandhi upset rahul gandhi photo congr manifesto elect news,1
provakil delight board partner th edit legal counsel congr lcc organ idexleg,1
promis amend arm forc special power act conspir put live soldier ri claim pm,1
announc candid one lok sabha nine assembl seat see name,1
present great manifesto upcom howev evid pa much ignor manifesto fulfil start posit wait,1
win go repres muslim leagu differ,1
elect manifesto show read stori india,1
elect manifesto show read stori india,1
indira gandhi manmohan singh amp parti leader poster plaster wall hou near ralli venu udhampur town photo jammu,1
candid lok sabha amp assembl constitu,1
clean india mission see part countri clean year clean loot fellow indian choo wise,1
prime minist wednesday accus conspir put live soldier ri promis amend special power act rt bengalnewzindia defencenewz bengalnewz,1
manifesto never accomplish year still say launch rd scheme high time let war,1
pipili candid yudhistir samantray say cont alleg delay announc candidatur say pcc chief took money other delay announc name cannot organi campaign within short span time,1
leader ghulam nabi azad equat jmukmrpolic enemi jmukmrpolic made variou heroic sacrific cannot forgotten forgotten polic guard famili rajk kumar ibn sena,1
look reaction real sardarji caption plea ranjeetj madrassan pinki singhanjali anil yadav saxenavipul,1
vijay gue honor panchayat amp municip level tenni ball cricket tournament organ unit bandh cricket near bodgeshwar templ,1
entertain elect commiss seek report namo tv ecisveep,1
name assembl candid read stori india,1
name assembl candid read stori india,1
mla chandni chowk alka lamba conduct public referendum jama masjid old know whether peopl want join photo sanjeevtoidelhi,1
son ashokgehlot campaign pick realli sweat heat wave candid seat polit earth alway pleas smile face rahulgandhi,1
time chang time new begin peopl welcom open hand incindia bjp india,1
file nomin candid,1
uttam kumar reddi call tr candid dummi,1
sinc bought mig crash cra rate iaf pilot die plu mention noth modern instead vow stop afsa media singl q,1
capt amarind capt sahab read clau hold high esteem indian armi veteran spite polit affili endor clau,1
idea design look like becoz bad health indian armi indian middl cla garib junta indian economi like vote bad,0
plan remov poverti give money poor amp plan remov caus poverti e treatment illn diseas provod sanit immun healthi nutrit child social secur scheme amp home etc,0
open declar incindia antin true promot traitor bigger,1
togeth better futur visit shastri nagar amp bhaji wadi jambukaka wadi rajendraprasad nagar akruti build vile parl nd april,1
pm modi attack congr manifesto say manifesto eyewa think pm right criticis congr,1
pm modi critic congr manifesto say full lie hypocri document manifesto,1
presid april said prime minist led govern fail deposit promis rs lakh everyon ban account given rs crore industriali friend photo ian,0
special statu vote power rahul gandhi promis bokakhat news live tv,1
go win malkajgiri constitu choo favourit leader vs revanth anumula vs,1
anoth blunder chanc win elect that runaway frm amethi cont wayanad seat kerala,1
parti fail impr say issu concern overlook incindia teamcait,0
presid said prime minist led govern fail deposit promis rs lakh everyon ban account given rs crore industriali friend photo congr,0
love admir support,1
legal reform congr manifesto lok sabha elect read manifesto subscrib late updat,1
armi men freez soldier amp send cold shiver spine acro loc recent day good chanc captain pappu revisit poll manifesto amp revi way sooth friend temper,1
chief mayawati wednesday claim elect manifesto illus said differ opposit rule come poll promis,1
right sumalathaa part back stab greed power would approv join hand commun,1
ye true,1
presid elect campaign dimapur nagaland rd april,1
alway soft appea vote bank expiri date promis may said prime minist brigad parad ground photo ian,1
parti dhakosla patra expir may say live updat,1
gst regim new advanc gst taxat assur singl moder standard rate tax congr would cover good servic,1
predict seat win apni rai batao dosto,1
tr candid dummi uttam kumar reddi,1
thank beingrahulsn give us opportun serv incindia social media state uttrakhand anirudhp,1
amicu curia report state main cau flood abnorm rain dont know right fund media joker learn engli,1
hold major lok sabha elect parti seat two constitu went one ysr congr bjp got one constitu,1
field candid three seat,1
cong manifesto clever rahulgandhi incindia narendramodi bjp india,1
want give acc legal blame indian armi exactli pakistan want peopl agent pakistan ohhh rekon want dilut law,1
presid amit shah pm narendra modi ignor brahmin face upcom lok sabha elect make inroad commun especi entri priyanka gandhi uttar prade polit,1
cong say poor wait good realis year bring hear wisdom word,1
common india say stop welcom rahulgandhi narendramodi,0
mu know still right know real face parti plan break protect countri,1
timesnow nsitharaman elect commiss make withdraw manifesto immedi,1
elect effect indian stock market,1
see way bihar head upcom elect iamiconocla,1
rahulgandhi parti april releas manifesto gener elect manifesto promis solv lack job countri al touch upon variou aspect healthcar educ,1
yr back nation talk abt corrupt today india talk abt develop promis imposs nd betray ppl promis realiti amp exce deliv differ lead us devolop nation,0
prime minist accus conspir put live countri ri promis amend arm forc special power act elect manifesto photo ian,1
sudarshannewstv rahulgandhi incindia kanhaiyakumar everi one say bad roam freeli ridicul vote,0
want mu win bdutt sardesairajdeep ppbajpai umarkhalidjnu terrori want incindia win awesom,1
model code conduct lok sabha elect polit parti blatantli disrespect aachar sanhita,1
assur parti come power remov corrupt countri like mix poison robert vadra life,0
dream one great men ever walk planet mahatma gandhi wipe tear la man step forward toward fulfil goal,1
arunjaitley parti like clan aver behav tri izat countri mu give befit repli elect vote offic,1
bjp seat lok sabha mp deni ticket call perform base apprais khandani parti congr veteran scammer karti chidambaram got ticket shivganga idea chor chor,0
ani tere baap ka pai hai ya teri maa leke aayi hai dont u fund dosent congr parti fund appeas alway fuck work hard pay tax that build nation parti give come power,0
today one order food love one food get deliv multipl food point job creat restaur mani deliveri person get job job custom care like narendramodi thank scam g,1
defenc minist slam elect promi amend arm forc special power act accus opposit parti support separatist anti nation element photo ian,1
hi pare thing bofor scam g spectrum scam satyam scam commonwealth game scam coal scam chopper scam tatra truck scam adar scam,0
incmumbai elect parti,1
file complaint hour channel wrote seek report sudden launch ahead,0
incindia rahulgandhi al start hate,0
promis garibi hatao say year end deliv still birth rule india long year shamel slogan garibi par war bahattar hazar,0
shehzad ind elect campaign incindia particularli declar act sedit public platform leader slap sedit charg hmoindia kirenrijiju narendramodi,1
note vote prochar behind len ritu singh,0
dirti push behind india space program year india abl success launch indigen design amp mar success test anti satellit missil n,1
fanatici toward one man normal thing would consid ridicul earlier,1
senior leader tuesday address elect ralli telephon border villag district amid shell along,1
alway neglect polit benefici cau rahul gandhi beg vote come elect see modi develop ne,1
gave countri toilet cylind mani great thing gave countri tajinderbagga narendramodi nabakrishna prakashmodha mohitdhawan mr,1
like polit parti candid plz find link know candid ur area particip nota wast,1
need mp know need respect area person visit vote elect chang india grow india fight discrimin religion choo right one india rahulgandhi priyadutt inc,1
rahulgandhi incindia includ citizen india right know view,1
lighter note tncc chief k alagiri ask peopl demand karur mp candid jothimani get marri elect gather support kujiliambarai today,1
live presid gandhi address public meet golaghat assam,1
modi regim ruin agricultur sector unemploy rate time high blur vision pm stoop commun polem continu rai valid issu,1
big li sin demoli india space amp nuclear prog raga explain mysteri death high profil indian scientist highli guard place cong govt rule scientist harass fals charg slow nation project n,0
news excerpt bjp slam congr manifesto say full lie,1
releas th li four candid check constitu wi name,1
indepth manifesto full lie prime minist narendra modi ralli pasighat news live tv,1
pm narendramodi chowkidaar secur india congr pm narendra modi chowkidar secur arunach prade india congr parti year congr parti scam corrupt loot countri,0
congr manifesto promis special statu andhra prade,1
remov end law mean open countri consid,0
parti stand unfortun pakistan accus india human right violat crime valley seem like congr might endors pakistan stand,1
fail actor defend famili fail heir rule yr yr independ lot answer deserv year,0
gener elect live updat bjp resort money power northea congr,1
promis parti relat digit right citizen appear hollow regul internet shutdown look like strong point among eight enlist appear redund iter,1
barrack obama justin trudeau jacinda ardern leader motormouth divis buffoon corrupt theatric,0
live updat call manifesto illus,1
accus armi sexual violenc tortur disappear neta gn azad accus jkp murder innoc new day new low cong clearli taken naxal amp separatist disgust,1
mumbai presid milind deora mumbai day say shiv sena minor yr ago parti insult jain religion cook meat outsid jain templ paryushana festiv rememb teach lesson vote,0
plan remov poverti give money poor amp plan remov caus poverti e treatment illn diseas provod sanit immun healthi nutrit child social secur scheme amp home etc,0
kudo subedar yadav stand congr lout shame low life scum congr magnet hole like,0
vivekoberoi sardesairajdeep right kept fact media icon polit leader becau mo benifit raj,1
narendramodi arunjaitley nitin gadkari rsprasad sirpareshraw bjp india nsitharaman republ republ bharat indiatoday cnbctv live shereenbhan rahulkanw far behind brain amp dont studi speak,0
full lie document hypocri tear manifesto,1
congr name lok sabha assembl candid odisha,1
hum atankwad hatayeng kashmir se narendramodi sir hum sena hatayeng kashmir se hate congr deshdrohi parti congr shame u,0
bengal congr announc four candid lok sabha poll,1
bengal congr announc four candid lok sabha poll,1
wednesday demand fir lodg chief chief minist necessari prime minist corrupt practic,0
pankajparashar practic imposs say done pa track record say le come time improv educ focu make basic educ free rather prove subsidi scam,1
zeenewshindi well said hope india merg pakistan joke pa come elect,1
announc name three seven candid photo ian,1
tinucherian arshadrizwan pcmohanmp incindia deccanchronicl krishnabgowda hariprasadbk thekjgeorg mlanahari bhagathgreddi hd kumaraswami siddaramaiah inckarnataka iamdkshivakumar k sure becau minor might win arshadrizwan matter minor vote major vote basi develop vote bank polici bai need learn central minor,1
union minist candid patna sahib lok sabha seat said opposit parti stand tho countri photo ian,1
congr releas li candid bengal,1
gener live updat bjp resort money power share instal,1
term manifesto dhakosla patra document lie prime minist wednesday accus congr fail fulfil aspir peopl northea long year,0
main opposit parti promis elev live standard million farmer poor unveil populi poll manifesto aim blunt prime minist elector appeal,0
today blast manifesto nation elect call dishon full lie parti leadership ghoshnapatra manifesto dhakosla patra hypocrit document pm modi said campaign arunach prade,1
leader ghulam nabi azad compar narendramodi adolf hitler backdrop mount controv bjp promi abrog give special statu follow live updat,1
watch video policeman give good replay famili famili member rule india anyon like power,1
muglikar amritabhind mean fake lie,0
disrespect consid cultur peculiar wherea pm narendramodi alway consid rich authent beauti,1
peopl say bharat tere tukd tukd amp jai hind peopl support think traitor punish think strong law puni pm narendramodi pasighat,1
said electr provid everi home till came crore home live without electr north ea pm pasighat,1
khan ajmal dwaipayanm aitcoffici incwestbeng somenmitrainc gauravgogoia rahulgandhi vinaydokania rohanmitraa incindia beauti time prove succ anybodi measur high climb high bounc hit bottom keep tempo play front foot,1
disrespect consid cultur peculiar wherea pm narendramodi alway consid rich authent beauti,1
sherryontopp help slang indian armi made hundread solder kill pakistan stop fire armi shoulder tool fight elect pride billion peopl,1
jhasanjay regular scene traffic standstil frozen even manag small road small citi travel mtr need min joker want run countri,0
pro poor imag scheme stolen pm thunder,0
plan remov poverti give money poor amp plan remov caus poverti e treatment illn diseas provod sanit immun healthi nutrit child social secur scheme amp home etc,0
candid li snub sidhu wife congr li field,1
plan remov poverti give money poor amp plan remov caus poverti e treatment illn diseas provod sanit immun healthi nutrit child social secur scheme amp home etc vinayak jain,0
team repres voic peopl amp island lakshadweep develop amp new revolut congr progr,1
disrespect consid cultur peculiar wherea pm narendramodi alway consid rich authent beauti,1
central elect committe clear name six candid contest lone seat,1
base complaint file elect commiss india sought respon amp b ministri hour channel namo tv mib india incindia aamaadmiparti ani,0
promi caught eye decriminalis defam wonder see intend bolster free speech india read articl flair talk magazin india report defam sanjayuvacha barandbench,1
one thing la five year disturb mo debacl believ complet would stand word see ray hope peopl state right,1
team manifesto pledg new horizon growth peopl amp island deliv congr progr,1
dont understand come real face dont care countri integr sad,0
greed power po posit amp money tho decad back join hand ideolog vision amp action plan motto power amp chair great fall,1
congr parti manifesto upcom nation elect devot section address need concern india disabl commun cpimspeak mariwalahealth nipunmalhotra un enabl,1
manifesto ask reviv special econom zone ceremoni discard concept subhomoyb,1
dumb yo,0
fight elect seat modi laher leher may fight seat,1
jhasanjay fli itali ther road r good,1
told us tri break countri leav let take congr quit clear,1
congr manifesto result high hyperinfl,1
elect bjp vs dogla pakistan yesterday manifesto,1
year rule nobodi award bharat ratna nda govt award bharat ratna gopinath bordoloi amp late dr bhupen hazarika,0
mention kashmiri hindu entir chapter kashmir expect way congr support stay rohingya well che thumb gujarat riot defam hindu show real commun face,1
amaz antholog done question done hear iat team even half chanc,0
page poll manifesto highlight job creation address farmer distr bring singl moder gst rate give rs annual percent india poor famili parti key focu,0
reason never vote becau ju see pakistan bad econom condit want india condit congr win bad condit pakistan face think wise vote better,1
land mahatma gandhi ideolog kill rule us destroy everyth india built voic matter,0
base complaint file elect commiss india sought respon amp b ministri hour channel namo tv,0
pm april told larg support gather rule better part seven decad sinc never bother amp henc state lack connect develop,1
inckarnataka dineshgrao kpccpresid suport tukd tukd gang anti nation doubt integr arm forc question airstrik remov clear indic inter pakistan want still support congr,1
beyond comprehens dear pchidambaram much intellect wldn hav parti,1
peopl say bharat tere tukd tukd amp jai hind peopl support think traitor punish think strong law puni pm narendramodi pasighat,1
togeth better futur incindia,1
said electr provid everi home till came crore home live without electr north ea pm pasighat,1
live aiccmedia pre brief rssurjewala hq incindia,1
rememb agit kudankulam upa fir peopl agit arrest sedit charg around want,0
promis introduct anti tortur dilut special power amp r anti shall make armi weak remov law pro,0
pm narendramodi address mega elect ralli slam dynast polit congr parti never understood aspir peopl northea pm narendramodi pasighat,1
indianexpr congr power super pm without account manifesto stori pa betray plan futur betray scheme repeat indira garibi hataao bluff want opportun bigger loot,1
dear polit parti whoever etc etc etc know elect season plan ralli make sure member use helmet break rule litter spit road plea thank,1
sought respon inform broadcast amp b ministri hour tv channel base complaint file follow late updat violat,0
govt much us time someth environ think,1
iamgolimk true vote given year rule still think meant garibi hatao,1
timesofindia hope congr form govt tough current godimedia,0
huge turnout inc presid shri rahul gandhi public ralli ddsc stadium dimapur rahul gandhi expect addr ralli shortli,1
narendramodi bihar ensur haar amp elector odisha time round follow one disha vote comprehens bjp india candid,1
fir indian elect elect advertis vintag car tie two bull two bull parti symbol symboli high india start,1
tho blame other narendramodi bhakt tell whether go say mangeshkarlata live legend al bhakt someon tri promot fyi lata ji award govt,1
bjp vs congress congr manipur project pend gst pend rafal pend bulletproof jacket pend stall project worth lac crore bjp clear manipur project gst rafal bulletproof jacket bought pend project clear,1
promis amp break promis new parti know blood hey beguil beguil us time,1
went wrong oppo narendramodi share late articl publish uday india magazin incindia bjp india rahulgandhi,0
sunitarawat year govern noth modiji anti nationali tri eras good thing parti nation accord modiji year congr noth india ridicul ju like,1
namo tv channel launch bjp elect commiss seek explan amp b ministri complaint aap congr,1
parti mention manifasto whole nation neither singl commun singl state,1
suport tukd tukd gang anti nation doubt integr arm forc question airstrik remov clear indic inter pakistan want still support congr,1
listen true damaal dumeel effect cracker politician inde,1
declar candid retain sit,1
shashitharoor twitter ad help normal indian wi see hone pictur al avoid wast time incindia sure better place narendramodi myogiadityanath tajinderbagga,1
priyankac laugh way thru treacheri rahulgandhi pchidambaram incindia tri spin stori one expect famili thu want separ j amp k,1
say come power aboli mean go scott free mean shehla rashid umarkhalidjnu kanhaiyakumar amp member free hand glorifi amp defam,1
manifesto big threat nation secur integr uniti repeal section give free hand traitor terrorist shout anti nation slogan insult,1
april night declar candid retain sit mp includ,1
jhasanjay ghod die gandhi die ideal kill choo die peopl choo,1
anoth experi learn leader select panel candid poll naiv think lunch diplomaci unit candid accept rahulgandhi bansalsecretari,1
watch brazenli arundhati rai say kashmir never integr part india give guarante peopl roam scot free think vote,1
alli say heard bindi get bigger chang husband logic uneven beard indic regular reject receiv women cheap sexi smritiirani narendramodi bjp india incindia rahulgandhi,1
elect arriv think break record stoop low end elect campaign politician bjp congr bsp sp tdp jd dmk aiadmk,1
look accept everyth puratchi thalaivi amma oppos clear violat peopl desir candid thequint incpuducherri vnarayanasami,1
idexleg delight lawstreetindia media partner legal counsel congr lcc view agenda regist,1
swamigeetika narendramodi myogiadityanath poster boy spoke tone other strike bad,0
wi done say grand old parti manifesto promi amend,1
formal announc candid via babushahikhabar todayszen psdhind psbraroffici vpsbadnor profchaman vivekatrey ujjaldosanjh jagrupbrar ashakumariinc,1
yesterday congr manifesto attract look like r realli live begger countri rather rd larg economi corrupt pseudo gandhi pet street dog r habitu patholog liar like famili pakistan,0
aartitikoo game dirti player p v narasimha rao ji lead never ever highli ever hurl remark atal bihari vajpaye ji head bjp india inferior toe nail dirt narasimha rao ji,0
prove without doubt content wast whole day show bad,0
yesterday see push corner amp forc talk real issu fir time campaign relea manifesto al prepar fake amp genuin work anytim,0
us presid say readi shut border urg take action border immigr,1
one quick sharp observ elect door talk corrupt politician chang nda govern led honor pm shri narendramodi ji,1
union strength visit kherwadi three bunglow bmc coloni bandra ea nd april grate love support,1
huge chang incindia narr day manifesto creat pre situat,1
promis allow chang constitut posit articl review reduc presenc arm forc kashmir valley win,1
pbhushan think approach elect allianc delhi pa mani day sure hidden agenda get surfac look like think merg new name parti,1
tuesday night declar lok sabha candid retain sit mp punjab includ sunil jakhar gurdaspur gurjit singh aujla bittu chaudhari jalandhar,1
hindu stoop low point ensur win possibl afraid enlighten doe work mathemat polit,1
rahulgandhi priyankagandhi rssurjewala vijaykbandhu anilswadeshi novot congr includ old pension scheme issu govern employe manifesto vote,1
counter movi world premier movi base,0
link page link page day congr pakistan run propaganda,0
new gener leader tap fatigu get leg,1
vote pitch bigger safeti net le hard state,0
need come addr shortcom otherwi see reason come back power major ye peopl need rememb done pa year blunt power hand progress be,1
someon tell withdraw insurg free state vs dilut act two differ think doe breed,1
mani terrorist econom offend person want indian legal system bring back india almo year rule india get custodi crpf camp attack plotter uae india news time india,1
modiji plea give lakh promis elect campaign year back guarante win elect,1
fellow indian time choo god mahatama elect soul india kick corrupt congr later fir need kick nazi power,1
mo candid land grabber india committe spokesperson dr sravandasoju rssurjewala rahulgandhi uttamtpcc incindia inctelangana profcong aiccmedia rachitseth rckhuntiainc,1
nikitajain might take pmoindia serious bjp india amp leader henc arunjaitley simplifi manifesto bjp india,0
congr manifesto aim plea intern human right mafia never speak kashmiri pandit tortur pak armi kashmiri pok stone pelter armi break india forc terrorist terrori sympath,1
manifesto major parti cannot forget plight commun remain virtual exil home even mention effort return kashmiri pandit right place would good,1
watch congr spread lie usual spread lie noth tru develop,0
elect want elect support oppos encourag assist recommend strengthen leader whole nation,1
promis investig procur sever deal govern vote power enforc anti corrupt law without discrimin,0
loan waiver carrot becom old fashion minimum incom seem new populi card understand nyay scheme domin manifesto,1
good morn sir respons rssorg offic secur becau mission destroy idol part agenda may requ peopl kick congr girirajsinghbjp chouhanshivraj amitshah,1
nikitajain possibl light jaitley great intellect congr clear lack acro board sound like written gener bajwa pakistan,1
address elect ralli bihar ljp leader ichiragpaswan fray pm narendramodi accus neglect b r ambedkar like parti,1
congr declar candid,1
congr mar good manifesto needl inclus jnu slogan afspa review committe suggest ignor mani decad play well elect anoth target bjp,1
vincent h pala elect th lok sabha repres shillong lok sabha constitu initi union minist state water resourc later becam union minist,1
let throw hate heart rekindl love among us elect season let choo unit progress india,1
releas manifesto along point agenda promi resum dialogu readi reduc start negoti kashmir live side link program,1
late,0
declar four candid cont ea seat field ahmedabadmirror,1
commit examin act enact arm forc oper freeli continu agenda wow present level think,1
said elect ralli jamui bihar need anoth term fulfil promis said thu claim finish work cannot say year make claim ju five year hone admiss,1
crusadeforchng manakgupta incindia plea rewind littl atalji georg sir fals accus defam subject coffin scam defam incindia got year rule need describ horror rule,0
congr releas li candid karnataka odisha amp n have pawan kumar bansal candid,1
congr yet name candid seat la day file nomin paper april far announc candid seat state,1
releas li candid jharkhand karnataka odisha himach prade amp n have punjab pawan kumar bansal congr candid chandigarh,1
accord join jamaat e islami social democrat parti india polit wing popular front india therefor fight joint candid congr iuml jamaat sdpi,1
accord join jamaat e islami social democrat parti india polit wing popular front india therefor fight elect joint candid congr iuml jamaat sdpi,1
brave promi amend afspa remov immun sexual violenc tortur would help addr atroc kashmir northea extent,1
unveil manifesto come seek bring narr real issu compar hyper nationali parti chief stress big econom social idea includ provid rs year,1
time feel pitti support bcoz al might say realli kind prime minist luck high got appon help win fooli argument,1
laugh much whoever made respons defeat manifesto kerosen go suicid,1
open ur ji el lo non amp non candid bigg mistak jharkhand amp candid khunti candid ahmadpatel rahulgandhi,1
channel mo depress see,0
delhi deputi chief minist said betray peopl nation capit backtrack earlier promi give full statehood,1
sardesairajdeep rightli said sir work hard corrupt abt actual work alway lazi sir zopun java atta,0
time either win elect one loo,1
expect nation build viabl practic econom implement secular new futur orient point mu live,1
beyond ident larg section human surviv good food health shelter repres,1
leader mahamilawat includ openli question courag arm forc balakot airstrik kind polit total unaccept india pm modi pm narendramodi kamayi amp gaya,1
congr sure offic transfer ju elect congr one cultur fuck rule king amp whatsoev want incid report indor madhya prade,1
select ashok adhevada elect seat,1
go congr manifesto greater degre sen respons among youth india save nation,1
manifesto show us clear path much higher fiscal deficit lo fiscal gain made la year kept financi system stabl,1
paragbhandari festiv democraci nation want young jo high amp team victori,1
leehaseen lakshadweept incindia rahulgandhi hamdullasaye inclakshadweep lakshadweeppmc jo young old tru march progress forc,1
true parti polit elit believ self inter prior nation inter,1
candid c j chavda confid win loksabha elect seat,1
plea take serious think vote everi singl vote pricel onceagain manifesto,0
action futur rahulgandhi ashokgehlot see everi tweet time day promis deliv voic spoke part consult,1
rahulgandhi proof arm forc say elect amp reduc armi kashmir remov amp give free hand tukd tukd gang amp separati prove beyond doubt amp congr anti india,1
