tweet,sentiment
tri speak corrupt ask leav parti former bjp leader kirti azad told theprint assist editor pragyakaushika interview,0
make patanjali sell cow urin gue,0
hindu ori decid throw govt mr pheku delhi know bjp wala tongu amp noth wait ineffici govt fate may jump gun mr modi wait ok,1
th li bjp candid ensu gener elect parliamentari constitu chandigarh punjab finalis bjp cec bjp india bjp bihar bjplive,1
sunni deol join bjp crowd cheer sunni deol gadar macha doonga crowd cheer get louder sunni deol punjab ke saar handpump ukhaad doonga crowd kyaaaa sunni deol aur electr motor waley lagwa doonga crowd goe wild fan faint,0
bjp encourag regionali allot ticket evid ca sunni deol punjab mp elect roll film real life may give differ experi mu kept mind assess therol ofbollywoodactorstheir glamourprovesharm,1
sardesairajdeep ec mute mode act like gandhi three monkey toward bjp,0
typomantri khiljiiqra peopl r money mind support bjp bcz bjp parti bussinessman r behind developemwnt gujarat hate modi deni fact tht chang gujarat total yr except educ religi process happen riot,0
sandeep bamzai szarabi karnataka chhattisgarh amp goa finish poll see bjp sweep elect rajasthan karnataka believ yadav hold sway u p pha,1
drgpradhan turnout mean bjp sail,0
central forc work bjp mamata banerje via orang news late news,0
vijailaxmi much need good news let congr wipe aap amp bjp delhi,1
gautamgambhir maheishgirri manojtiwarimp vijaygoelbjp congratul bro bjp modi bhakt u right decis,1
today vote clear bjp get seat jai hind jai bharat,1
dhruv rathe bjp member area sam group get ticket even campaign bjp singl pamphlet nt even modi congr bu give rs kg free chickn ps support briberi,1
tweet slam peopl vote bjp call stupid,0
rahul compel author jail exploit sentiment peopl elect season may even make road rage enter lock up blame bjp,1
break kirron kher chandigarh sunni deol bjp candid gurdaspur lok sabha seat see li click www com,1
poonambenmaadam narendramodi bjp gujarat amitshah nitinbhai patel byadavbjp ommathur bjp jitu vaghani vijayrupanibjp bjp india hello mam today elect end state gujarat job outsid frm state even though duti could vote pl implement e vote vote countri narendramodi amitshah rahulgandhi vijayrupanibjp iyc bjp india,1
dineshredbul meant goon better tho bjp candid,1
bjp releas name three candid ensu lok sabha poll parliamentari constitu punjab chandigarh actor iamsunnydeol get bjp ticket gurdaspur,1
kerala lok sabha elect vote live updat provision voter turnout per cent record,1
bjp field iamsunnydeol gurdaspur hour actor join saffron parti follow live updat,1
ipratikshukla find rampur vote bjp lean seat high nawab famili anti azam khan high rampur significantli low jaya prada outsid chanc,1
sirjadeja modi ji alreadi win bjp got,1
bjp parti rich peopl naveen patnaik samaja live engli,1
ani gujarat consid modi bastion huge wave peopl lo tru bjp congr low percent voter turnout,1
good bjp announc candid punjab wait till th requir time campaign three new candid,1
mani hundr argument amp mani thousand debat later sinc save nota ju nick time mo person amp mo difficult convers bjp vote vote got ca today,0
ashwinibjp aniljaindr drharshvardhan dr satyap drjitendrasingh drmnpandeymp dr maheshsharma drdineshbjp tcgehlot drchintamani sudhanshutriv ism bhi polit propaganda shame god sake,0
rswason ikabirbedi bjp india narendramodi shut moron point view look bigger pictur sinc fail name one instanc prove point mine bjp tri fight tripl talaq know tripl talaq right men would divorc wive text,0
vote narendramodi right amp respons everi citizen india join vote u give time vote u right complain govt,1
realhistoryp upa inc nda bjp tf amp other,0
abhish pandey indrani reallyswara kanhaiyakumar real son mother india come back power self proclaim chowkidar learn respect elder ca blame bjp great legaci disrespect elder leadership,1
buispeak bainjal maryashakil slow clap consid diggi heavi weight spent forc field farewel polit crush defeat card let tell u sadhvi pragya trump card bjp provid handl properli,0
vishaldadlani bhupendrachaub atishiaap raghav chadha dilipkpandey pankajgupta aapbalbir brijeshgoyalaap wai yeh sab anali kark yeh conclus nikalta hai ki bjp strike action similar maximum donat toward cancer ngo hospit given compani manufactur gutka bidi cigarett daru,1
sujitnair wai yeh sab anali kark yeh conclus nikalta hai ki bjp strike action similar maximum donat toward cancer ngo hospit given compani manufactur gutka bidi cigarett daru,1
rame bjp aditya sad,0
lambaalka wai yeh sab anali kark yeh conclus nikalta hai ki bjp strike action similar maximum donat toward cancer ngo hospit given compani manufactur gutka bidi cigarett daru,1
cnnnew rahulgandhi amitshah zakka jacob factual wrong bjp could file defam,0
sunni deol join bjp social media came hilari meme,1
rss amp bjp allow dialogu debat opinion dissent infiltr cultur amp institut amp obliter know amp love india cannot let homogeni heritag amp destroy fabric nation,1
wai yeh sab anali kark yeh conclus nikalta hai ki bjp strike action similar maximum donat toward cancer ngo hospit given compani manufactur gutka bidi cigarett daru,1
pratikgunnh imamofpeac bjp rule parti time action amp alertn keep countri danger still citizen awar happen around us find suspici act immedi bring notic author rather neglect,1
dr uditraj u silli mistak tweet probabl u may get ticket earlier u r get aap bjp top leadership ko saal samjah nhi pay,1
babuu indian nick shyam bhavikakapoor blamel u made constitut even blamel innoc person sent jail bjp know innoc thrown jail u logic answer u chang constitut,0
aditiindiafir nanduchitni bjp india noth wrong even expos vote bjp,0
malfunct evm mean vote bjp,0
nation progr prosper develop fight terrori modi vote bjp vote sanskruti vote lok sabha elect,1
lordwithoutship ritag appar get away slander either bjp go soft promis immun,1
dev fadnavi gajanankirtikar watch ur interview republ tv sir ur answer confid boldn need hour bjp leader like u counterquest news channel way other,0
new sunnydeol gurdaspur kirronkh sit mp chandigarh given ticket,1
indianexpr bjp experi impact elect result particularli maharashtra period beyond imagin face bhopal leadership bjp comfort choic,1
nandinisundar incindia aamaadmiparti intuit absolut right delhi voter wise decid make bjp winner seven seat worri get depress,1
somanat haha ok srri think bjp sweep delhi mo middl cla educ peopl modi la say kuch bhi ho par,1
bjp india releas th li candid field som praka hoshiarpur,1
bjp candid gorakhpur shri ravi kishan home dinner wish sir ravikishann bjp bjp india narendramodi myogiadityanath nupursharmabjp,1
sunni deol join bjp father al bjp never seem enjoy hema malini seem enjoy polit life throughli,1
parth shahh mnsadhikrut counter bjp variou poll promis made thackeray pa ralli play mani video clip pm modi speech la five year thackeray clip tri show pm fail fulfil promis becom popular among mani peopl,1
amberolog pragnik reallyswara somewher think new theori blame attack bjp modi,1
bjp releas th li candid loksabha seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
ju bjp field sunni deol gurdaspur punjab renomin kirron kher chandigarh candid,1
messiphilosophi vote congr wont chang anyth bjp win still noth happen elect illus peopl think choic girl educ,1
auntyindya shashitharoor gujarat safe secur bjp,1
ashishkumar aapkagopalrai god supprier sir bjp god make aap win bless god make aap win god hate talk hindu muslim polit voter think educ health employ aap bjp know jumla,1
chimni sapna arvindact waglenikhil arvindkejriw rahulgandhi want accu cong help bjp take vote strategi go fall flat,0
bjp declar actor sunni deol candid gurdaspur kirron kher cont chandigarh sunni deol join bjp today newshtn,1
bjp releas candid seat chandigarh amp punjab sunni deol gurdaspur som praka hoshiarpur kirron kher chandigarh,1
bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh live,1
releas li candid field actr kirron kher chandigarh sunni deol som praka,1
vibgyor pk narendramodi amitshah bjp strong legal team take rg lie,1
clear bjp need win lea remain seat repeat previou year perform take sir iamiconocla,1
lok sabha elect bjp field sunni deol gurdaspur kirron kher chandigarh,1
bjp announc sit mp kirronkherbjp candid chandigarh actor sunni deol candid gurdaspur bollywood action punjabi curri,1
congr call bjp feku rahul bin fake degre,0
bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
timesnow rshivshankar shamel bjp let run amok right seem think polit slang counter brand slang forget complet obliter line distinguish righteou scum let pay price,0
namonamah timesnow bjp win pathanamthitta,1
bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
one weapon win rahulgandhi ravishndtv yadavakhil kanhaiyakumar arvindkejriw timesofindia timesofindia nytimesworld,1
man armi nda clean togeth cro bjp may touch go,1
maheishgirri amitshah gautamgambhir next cm delhi gungru seth loo keep good work delhi bjp need state elect,1
bjp field sunni deol gurdaspur punjab renomin kirron kher chandigarh candid,1
bjp announc sunni deol gurdaspur candid kirron kher cont chandigarh,1
kirenrijiju seem marvel person sir sure confid join bjp shortli,1
elect break bjp india releas anoth li report iamsunnydeol cont kirronkherbjp bjp candid seat raydeep arunjuy reportervikr amishdevgan,1
nd li day issu bjp th overal li ls seat candid announc got gurdaspur sit chandigarh mp got nomin amp hoshiarpur mp replac parti,1
updat offici sunni deol bjp candid gurdaspur punjab,1
adani ambani alreadi knew currenc ban bjp mla caught camera new indian expr,1
lok sabha elect bjp releas li candid sunni deol cont gurdaspur iamsunnydeol,1
swamigeetika even real hello ju anoth bot bjp cell,1
bjp releas th li candid seat chandigarh amp punjab iamsunnydeol cont gurdaspur news agenc ani,1
believ fir time voter love narendramodi sir work love yong voter bjp sit,1
bjp india releas li candid ls poll kirron kher bjp ls candid chandigarh sunni deol gurdaspur totaltv news,1
break bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
sohailtawab newshtn bdutt ndtv pure anti bjp unlik tiranga karan tiranga seem unbias mo time,1
car india bjp driver congr opposit side kanhaiyya etc free load back,1
indianexpr sachinpilot manojcg u modiji amp bjp wala think pulwama balkot nationali amp nuclear weapon solv problem peopl india unemploy farm distr price ri etc modi amp sanghi live fool paradi stupid ki bhi hadh hoti hai,0
realhistoryp bjp win,1
dwaipayanm dada mind day back u talk favour tmc mad women tmc bjp equal gaddi ka nasha unkai liya jaan lena khel hai,0
sad whenev see rahulgandhi address elect ralli descript amit shah accus bjp presid prime minist modi chor hein augur well person statur amitshah narendramodi nilakallyani,1
bhoovi narendramodi interest know thing make hate bjp help understand thing start simpl term would help grab faster,0
bjp announc three candid kirronkherbjp chandigarh iamsunnydeol gurdaspur som praka hoshiarpur sc vibha tribun,1
h nair bu sochthey raho anti bjp candid start smell defeat get defeat blame evm deaf dumb,1
cmohri year year candid bjp badshahpur come talk us see street light road fix sector gurgaon realli dishearten disappoint reprimand candid,1
mo talk mcc violat elect season bjp candid maneka gandhi,1
netizen al said join parti saffron might becom popular hairdress mo use hair dye,1
kpgbjp vipulgoelbjp narendramodi seematrikha bjp mlkhattar sir respons toward greater faridabad prestigi amrita hospit get complet sewerag system area readi tanker dispos sewag societi,1
indianexpr mean say bjp dream power till,0
bjp releas th li candid seat chandigarh amp punjab sunni deol cont gurdaspur som praka hoshiarpur kirron kher chandigarh,1
bainjal know eci take sweet time scrutini transcript rss bjp leader speech happen power given wrong peopl,0
congr shit bjp shit aap dead nota usel parti even clo worthi vote vote anybodi countri fail wor elect ever,0
abhishbanerj problem life believ bjp ahead cong kerala state india cong stronger bjp ground everywher el parti ly strong weak bjp stronger probabl data show hard believ,0
month elect gambhir start criticis ak aap thro tweet unknown subject made elig get bjp ticket anyway climb wrong train desper,1
iamiconocla elect group ground report seem bjp bad day offic,1
present regim show black flag becom offenc,0
sreesanth bjp india bjpkeralam amitshah narendramodi kummanam vote bjp mean truth alway,0
sameerasam touch go situat bjp get clear major that concern,1
thought bjp power major visit ram mandir ayodhya think wait anoth year,1
drgpradhan bjptarunchugh narendramodi bring anti modi keep bjp freezer veget love strategi gauravji,1
respt uma shree bharati adr public meet loksabha raibar bjp candid dine pratap singh huge remember crowd,1
vote support elect rameshbidhuri tajinderbagga narendramodi,1
utkar bjp win comfort idk abt margin,1
contest lok sabha seat elect despit cede space bihar,1
ndtv wow bjp ki chatti kilo ka haath bjp grow bodi part bodi part,1
dhruv rathe den feel bad ur mental illn coz u still believ pappu j fit sorrycas amp even take stand partywork feel deepli sorri u still believ dat mahatattibandhan good countri dhruv rathe chang ur way countri bjp,1
rahul insult bjp presid congr mom corrupt accus divert fund nation herald occupi build illeg insult judiciari cji countri cynic bjpcentralmedia minhazmerch rahulgandhi,0
bjp releas li candid ls poll kirron kher bjp ls candid chandigarh sunni deol gurdaspur bjp india,1
sorri aapian blame kejriw delhi fear bjp win seat,1
piyushgoy someth famili motiv other empathi compass public regular action tresspass may al need ensur rpf person loos life fault er public railway improv lot bjp rule,0
yogendrayadav bhupendrachaub agre la mention bjp worker barkha dutt ashuto journalist still want call journalist realli proud u said commit psepholog,1
bad poll percentag state today expect bjp nda get around ea win per knowledg due low vote bjp land somewher near gujarat expect figur show anand constitu distant dream,0
pm modi show strength cast vote delight bjp support congr claim violat model code conduct poulomimsaha live,1
actor announc bjp candid,1
even common man parti guy right doubt somewher line think bhakt chor indec thou name bjp follow bro,0
fabul rock leader get spiffi new hair style twitter salon magnat jaw habib join parti via scroll,1
final li lok sabha elect sunni deol gurdaspur kirron kher chandigarh som praka hoshiarpur,1
indiatoday sardesairajdeep twitterindia islam state take respons srilanka blast christian silent blast christian voter vote bjp hindu candid plea repli,1
rameshsrivat sound like bollywood govt congr bjp made countri india wor pha polit govern feel realli sad countri amp peopl ignor enough reali happen,0
peopl support modi bjp sycoph differ amp parti amp famili oppo someday al face fate current main opposit parti face becau sycophant behavior worker,1
evm malfunct gave vote bjp buldhana elect maharashtra collector confirm rti firstpo,1
state like uttar prade bihar rajasthan mp facebook twitter mean social media peopl retweet modi increas bjp mp chanc get lok sabha ticket studi theprint via theprintindia,0
suparimedia koenamitra desimojito hate modi much see bigger pictur sri lanka doe bjp r hey bhakt gobar mind say us,0
ecisveep namo tv still live ecisveep dare take action even still tweet namo tv offici twitter handl,1
hope gau rakshak bjp sympathis adopt lea one unproduct cow reduc high bp use time test technolog,1
varungrov although ask via dm thought irrelev thu would answer curiou know treat bjp symbol establish other involv similar activ,0
raghav g let tell one thing categor bjp tri everi possibl effort stop youth countri go defeat bjp candid south delhi raghav chadha,1
elect mind even bjp come power want know tho peopl left vote aam aadmi parti bhai ab bhi aankh na khuli kya aur kitna katwaog ab bacha kya hai,1
shrring bjp definit go surpa talli karnataka seem sure,1
timesnow rahulgandhi amitshah non bjp non congr non polit parti great democrat countri rahul sir pl advisor harm god ble,1
bjp win,1
shyamalganguli choudhurypiju fed anti bjp propoganda exerci mind due brainwash milla muslim amp pro muslim politician mu understand lie better indian muslim,1
whoever join bjp simpl understand job opportun keep earn illeg money safe hand ju give parti fund like amitabh panama share money anupam kher gautam gambhir hema malini smiriti irani la enjoy life public money,1
take legal action rahul gandhi say bjp congr presid slander statement bjp chief amit shah tune watch live,1
sanarah cnnnew bjp india dont visit dont cut hair live like begger,1
news tamil narendramodi rahulgandhi bjp india incindia arivalayam aiadmkoffici mkstalin cmotamilnadu bjp much chanc come back amp u south india media keep brainwash tamil audienc keep alleg bjp u done except polimernew tamil news channel neutral shame,1
akelkar drshrinidh shefvaidya bjp divid peopl cast dont even talk uniti among hindu guy talk btw sadhvi pragya plan kill shri mohan bhagwat becau soft hindutva,1
ashwinsraj summermerin bainjal priyankagandhi narendramodi realli peopl wake upto corrupt bjp kerala mo place evm malfunct onlybto transfer vote bjp peopl alert poll still wayanad parhanamthitta refus return back spite heavi rain,0
bjp win guwahati ls record margin,1
wrong mani comment bjp leader al dinakar lanka tdp spokesperson rahul gandhi slander statement bjp chief amit shah tune watch live,0
kerala vote along mani state rd pha poll shashi tharoor accus bjp doublespeak sabarimala sabarimala among bigg issu elect neta forgotten devast flood x factor pm newsx,1
amanpanwar lekhi courtroom bjp lawyer milord rahul gandhi said chowkidar chor hai elect ralli apolog pm modi judg know refer pm modi bjp lawyer kya sir know chowkidar chor,1
maheishgirri gautamgambhir narendramodi mahei giri ji much ea delhi given ticket lo bjp,1
sameerasam wil al lo next phase howev bjp win sure,1
derekobrienmp job black money recov farmer improv women safeti notebandi gst demolish small busi gdp reach histor low vote bjp anymor,0
news tamil narendramodi rahulgandhi bjp india incindia arivalayam aiadmkoffici mkstalin cmotamilnadu rahul keep lose credibl becoz keep lie today ju hour back critizi bjp leader wher thi plan move leagal u watch nation chnl v know trend elect north india,1
turnout firozabad assembl segment tundla sirsaganj jaswant nagar check u get answer huge dip sirsaganj jaswant nagar shivpal hurt badli amp bjp meanwhil pump resourc power tundla firozabad yadav bastion crumbl,1
riseofburnol take bjp full elect r,1
elect maharashtra find poll along predict line need chang pre poll bjp ncp,1
iscrew sorri disappoint noth credibl write random number unverifi hope atlea verifi handl polic would tweet random no random relationship bjp,0
rajatsharmal rsprasad chhapra bihar tell vote incumb bjp mp area doe respond public servic like road cleanlin appear citi elect u realiti check cleanlin citi gen ppl hv prcptn,1
thag start complain evm problem mean bjp go win,1
bjp given pretenc even tri appear like sane secular ju progress parti instead ju gone hate venom divis madn,0
learn fight like narendra modi invok number worri fact tip watch popular soar voter write priyaramani,1
seat kerala bjp expect win well show higher turnout la time thiruvananthapuram atting pathanamthitta thrissur palakkad seem trend,1
biindia bjp india congratul great smash shatru bjp bjp india incindia,1
bjp given pretenc even tri appear like sane secular ju progress parti instead ju gone hate venom divis madn,0
hahaha bjp bring new joker everyday peopl still pappu joke impa,1
sagarca ra bie matlab bjp ko vote dia bcoz parti declar pm candid offici though lot pm aspir,1
nupursharmabjp mam speak pretti well republ doe like speak mam good spokeswoman bjp total fire tv fabul mam happi happi wala birthday,1
use correl make predict weak plu could mani omit variabl never publish retweet modi increas bjp mp chanc get lok sabha ticket studi theprint via theprintindia,0
indian expr headlin say accus malegaon terror bla ca sadhvi pragya thakur bjp candid seen media report say accus nation herald ca congr candid via col rs prasad indianexpr,1
incindia word secular doe exi bjp dictionari person join bjp clearli show minor,0
sardesairajdeep islam state take respons srilanka blast christian silent blast christian voter vote bjp hindu candid,1
bharatiyac bjp india incindia look far fetch inc btwn overal bjp shd overal,1
pansarineha nalaku narendramodi rame bjp vanitajain reema bjp victoryfornamo sengarajay sagenaradamuni harbirsinghsuri darshanajardo kapil kausik pandey indrani good,1
bjp given pretenc even tri appear like sane secular ju progress parti instead ju gone hate venom divis madn,0
bjp given pretenc even tri appear like sane secular ju progress parti instead ju gone hate venom divis madn,0
ye amit shah democrat elect bjp parti two man show peep collar point finger other,1
kirankonnect iscrew iambhargav see twitter handl full anti modi tweet bring bjp shit happen funni,1
rupashreenanda atishiaap raghav chadha dilipkpandey pankajgupta brijeshgoyalaap cnnnew news dotcom contribut elect commiss save deposit kejriw beg allianc corrupt congr well awar tat bjp retain seven seat,1
fake true ye dv good man amp pt terrori like bjp doe good candid yo particip elect amp goobi say terrorisium amp appoint terrori shame rull parti,1
bhupendrachaub mean say bjp loo failur side look aap ca laywer planner,0
bjp done except good third pha elect,1
rajput rame navinjalota bjp fight win,1
timesnow look like bjp win ever seat kerala,1
bjp given pretenc even tri appear like sane secular ju progress parti instead ju gone hate venom divis madn,0
bransanderson tanmay need know modi bad modi liar modi incompet modi govt corrupt vote bjp jai shivaji jai maharashtra jai hind,0
tinucherian spokespersoneci ceokerala ecisveep shashitharoor kummanam gue bjp go win seat other spread fake news usual happen,0
poll violenc broken bengal yet,0
outer n w seat becom bjp dustbin hansraj han impos without referendum prioriti local worker may long bjp doubl axe aapdelhi incindia bjp india hindu,0
aamer account withheld india respon legal demand learn,1
attend sabha cm devendra fadnavi ji today support mahayuti candid shri gopal shettyji along bjp ward padadhikari karyakarta,1
take legal action rahul gandhi say bjp congr presid slander statement bjp chief amit shah tune watch live,1
death toll risen monday magnitud struck zambal provinc philippin main luzon island govern said tuesday,1
oh wow almo higher turnout la time constitu locat hindu consolid plausibl reason bjp doe win rd believ evm manipul conspiraci,1
state hone govern regist fir elect commission name amp seek court permiss custodi interrog humong proport unravel r malfunct could part inventori,1
vishaldadlani bhupendrachaub atishiaap raghav chadha dilipkpandey pankajgupta aapbalbir brijeshgoyalaap kya work bhai sab chor hein vote bjp apn baap arvindkejriw puch kyun crore ca diy wo minist ko kapilmishra ind witn kyun randi rona kiya assembl mein pulwana attack ke baad aap scum bag need junk,0
one mo hone bjp candid deceiv voter name educ develop employ health women safeti achh din etc set prioriti straight cow urin,1
navinjalota bjp win seat maharashtra,1
today noida polic rampag rehdiwala thelawala street vendor sec amp away other safe becau pay money polic peopl make video destruct think go bjp narendramodi pankajsinghbjp dr maheshsharma,1
sure repres public media bjp media oh sorri mother feed child al,1
bainjal problem day bjp announc candid bhopal ur tweet r pragya infact u r make famou ur tweet,1
countri develop grand talk bjp massiv public around gujarat model paid heavi price doubl engin mp rajasthan chhattisgarh amp punjab derail bastion gujarat bjp reduc wafer thin major,1
guy get bjp ticket fight lok sabha elect total deserv,1
peopl lot hope bjp form major govern center squander faith five year youth lo job due gst amp poor becam impoverish due demonetis noth farmer lo sever state elect,1
forget news ju love titl,1
indiatoday evid peopl say skull bjp peopl fill cow dung,0
bjp candid madhya prade bhopal seat sadhvi pragya singh thakur said brea cancer survivor patient cancer cure consum gau mutra cow urin panchgavya mix ayurved herb claim,1
bjp leader get spiffi new hair style twitter salon magnat jaw habib join parti,1
indiantweet wow even total vote percentag per stat approxim bjp alon,1
deeptisachdeva bjp fix idiot take legal action dope mo time,0
arvindkejriw yeah true press bjp nd light al show bjp stop endors shit,1
jaslambasha rt incoversea emerg rahulgandhi usher era clean public discour focu polit inclus amp sustain develop backdrop bjp tenur riddl majoritariani incompet amp in,1
ayvid nsmlive tactic vote go prevent bjp spread wing ideolog look like bjp long term brace see everyday life,0
sepromener cousin fume bjp amp discuss hatr modi pass interview amp opinion lol come idea,1
pbhushan thank promot pragya succ rate keep go cook fake stori,0
balhara mani reason major one non punjabi sikh distru toward cong al live microscop minor hindu environ natur ideolog lean toward bjp bcoz hindutva domin among upper middl cla hindu,1
hardikpatel rahulgandhi jm scindia incindia navjivanindia news guj thewirehindi abpnewshindi aajtak zeenewshindi amarujalanew bjp depress depress peopl wrong bless per law,0
shock nonsens articl quot studi defi even basic depend quant exerci shekhargupta better filter content via theprintindia,1
tigersbloodcel shendagerahul sangli tough vba cut dhangar vote otherwi go bjp right,0
rageshpayyannur arungiri bjp win le lakh vote consid lo bjp ea win bjp,1
accus nation herald ca rahulgandhi lo name call bjp amit shah plea rememb still bail amit shah given clean chit plea get ct scan done earli stop support,1
vordotcom intellig provid india narendra modi bjp unlik indian moron modi hater srilanka reli intellig agenc belong indian demean india becau hate modi,0
bjp take legal action raga requ court take action may raga tri get arrest n claim merci vote amitshah,1
msisodia never come whatev may tru machin old n new eci bjp pooja machin becom bread n butter,1
waglenikhil arvindkejriw rahulgandhi atmospher great iitian creat demand allianc haryana punjab didnt see conclud aap stupid cost opposit uniti aap congr ok even let bjp win tie aap,1
wtf happen mani evm malfunct malfunct alway go favor bjp ecisveep,0
coolfrnd u dilawartalki adityamenon dada could bengal poll number mean bjp done well,0
young cute campaingn narendramodi amitshah,1
astitvam anna u campaign better karnataka bjp nimm runa tirsakk agalla,1
ground report indic bjp india al lo third round expect score bjp pha nd pha rd pha includ seat gujarat anti modi invis wave bjp seat next may next govt incindia,0
republ see defeat clearli henc run hither thither excus polit almo finish bjp absolut major hung parliament may lea life tdp win one odd seat,1
voter turnout pha apr lok sabha elect watch live,1
rahulgandhi one promi remain common bjp manifesto sinc pa year ram mandir ram mandir ram mandir ram mandir ram mandir ram mandir ram mandir,0
jaslambasha rt incoversea emerg rahulgandhi usher era clean public discour focu polit inclus amp sustain develop backdrop bjp tenur riddl majoritariani incompet amp,1
amishdevgan plea congr spokesperson congr lo elect bjp time rahulgandhi resign presid po amp let someon capabl come front amp let congr lead gauravbh,1
anusuhin bajurinav adityamenon tvm pathanamthitta bjp wont clear second posit bjp tvm,1
good orchestr,1
look like shri narendramodi ji amitshah ji taken grant extent congr head come wild alleg high time bjp stop get malign time,1
nupursharmabjp wi happi birthday god ble grab opportun great effect bjp leader spokesperson,1
narendramodi respect sir bjp win lok sabha seat next lok sabha elect uttar prade state surind nath mishra econom polit anayli,1
ielvisgom spokespersoneci ceo goa aamaadmiparti everyth perfect one hear eci parti obvious except bjp boycott next elect ca vote robberi bjp elect,1
ndtv ya bjp member buddha young youth older bjp stop give job year older peopl,1
report varun gandhi sir voter seen iota develop known maneka gandhi bastion assur give time varun gandhi bjp candid pilibhit push report amp leav,1
suddenli narendra modi becom krishna control cbi cid ec evm franc pm russia press opposit kaurava matter much drama u bjp win apna modi ayega,1
cs cl weird electron hlkodo bjp lo state mp rule la term even fourth term bjp gain vote share rajasthan tendenc chang parti everi term chattisgarh except bjp got defeat badli rule term,0
ecisveep mo compromis ec sinc confirm modi toadi reduc frontal organis bjp bother charad elect select modi declar winner ashoklava spokespersoneci,1
narendramodi amitshah want vote bjp india constitu bjp candid stand sir time cast vote want go wast,1
suya india progr dont think psu snd govt emplyoe full support hindi speak asansol great chunk voter affili eastern coal field railway go vote bjp time piyu goel corrupt practic,1
interest poll ca bjp fall short major incindia dump maha gatbandhan milawat ju get rid legal case famili,1
wealth park lol let see analysi next month result neither pro modi anti modi sure time congr eat bjp lot seat amp nda allianc al greater share thu make even difficult work bjp,1
ashokshrivasta narendramodi modi hater suffer heart attack bjp win seat rd may,1
vishaldadlani vishal fir thing never vote aap nd thing vote bjp plea tell maalik kejriw elect aa kahi baad mein faulti evm ke liy rotta rahe zandu cm,1
pawar saheb claim bjp allow remain baramati vote day saw panick fir time ever though baramati safe let see card,1
lok sabha elect live one kill bengal violenc turnout record till pm evm kerala regist favour bjp special evm machin kerala karnataka rajasthan mp chhatisgarh,1
great innov see bjp grow,1
rohini sgh reallyswara ecisveep plea kind enough share tweet ton bengal poll tri gue miss tl never plea add anti bjp journali bio,1
pm narendra modi say previou govern fail demonstr india defenc capabl space talk intellig failur bjp world digit commun failur amp respons,0
ndtv sunni join bjp rock pakistan ki tension badhi modiji win next defenc minist,1
weekendinvestng reason behind bjp win pappu bhaiya,1
narendramodi bjp win lok sabha seat next lok sabha elect bengal state surind nath mishra econom polit anayli,1
right winger rojjot dhruv rathe contest elect bjp ticket independ view inevit link parti,1
iamsunnydeol sunni day ahead action hero hero action via kaistha deepak bjp india anilsharma dir dkodingoffici aapkadharam,1
big line peopl bollywood join bjp may want reviv act career know one better busin narendramodi new li iamsunnydeol,1
vote bjp bjp candid vote modi ji,1
cs cl weird electron hlkodo bjp parti openli take stand hindu religion parti care hindu sentiment,0
anilyad rooki hook amittrd sreenivasanjain onreal check info northern state henc save sure southern state much secular altern much better bjp,1
sip cold drink dad visit booth villag piasbari mothabari khasimari ramk mohadipur birhampur area peopl eager welcom bjp bengal,0
bjp india amitshah bjp pannapramukh vote low forgotten happen vajpeyiji wake late,0
iamsunnydeol glad hear great news hope reason bjp win ls elect,1
mehboobamufti chameleon disappear see hear sad bjp trust gave jk unsaf hand dear bjp make mistak countri belong mehbooba,0
akshaychand pguru swami narendramodi exsecular rvaidya mrsgandhi chintskap kirank srikanthbjp maheshjoshi mj kaalateetham minal rame bjp hindudharma niku ai aer congressdahan amritabhind superb,1
swapan narendramodi forget take action crimin element tmc hang bjp volunt everi famili lo member goonda expect,1
narendramodi bjp win lok sabha seat next lok sabha elect delhi surind nath mishra econom polit anayli,1
rangoli love sister join bjp asap need realli nation someon concern matter law realli hard speak someth worth le realli pray recov illn asap,1
good idea give walkov yo bjp opposit parti hit street may call one day demand minimum vvpat count let wotld watch india fight save,1
badri bjp bro get atlea seat el tough fight bjp,0
incog striker yeah reali law good messag public amp politician well good bjp amp modiji thou,1
elect shame bjp get vote evm vote embarrass elect commiss chang entir set evm goa janta ka report,1
bjd supremo amp cm target bjp poll meet salepur say bjp work inter rich emphasi given elit cla gst demonetis snatch job youth saffron parti lose elect place,1
wish shri narendra modiji bjp grand succ full major elect rai n n infin tajinderbagga smitapraka mrsgandhi tvmohandaspai chintan,1
narendramodi respect sir bjp win lok sabha seat next lok sabha elect haryana state surind nath mishra econom polit anayli,1
news india shashitharoor bjp india incindia congratul bjp win al,1
ku bhavikakapoor ashu page andhbhakt dnt singl knowledg bhakt chip manufactur compani gujrat ok time bjp use russian hacker dont need chip bla bla bullshit r danger hacker world,1
